"project","class","year","area_ha","type"
"siviru","Grassland",2002,70,"landuse"
"siviru","Wetland",2002,3573,"landuse"
"siviru","Cropland",2002,50,"landuse"
"siviru","Water bodies",2002,810,"landuse"
"siviru","Forest",2003,53787,"landuse"
"siviru","Savanna",2003,2530,"landuse"
"siviru","Grassland",2003,167,"landuse"
"siviru","Wetland",2003,3531,"landuse"
"siviru","Water bodies",2003,810,"landuse"
"siviru","Forest",2004,50586,"landuse"
"siviru","Savanna",2004,5584,"landuse"
"siviru","Grassland",2004,202,"landuse"
"siviru","Wetland",2004,3643,"landuse"
"siviru","Water bodies",2004,810,"landuse"
"siviru","Forest",2005,49768,"landuse"
"siviru","Savanna",2005,6552,"landuse"
"siviru","Grassland",2005,189,"landuse"
"siviru","Wetland",2005,3506,"landuse"
"siviru","Water bodies",2005,810,"landuse"
"siviru","Forest",2006,49994,"landuse"
"siviru","Savanna",2006,6425,"landuse"
"siviru","Grassland",2006,61,"landuse"
"siviru","Wetland",2006,3535,"landuse"
"siviru","Water bodies",2006,810,"landuse"
"siviru","Forest",2007,50326,"landuse"
"siviru","Savanna",2007,6340,"landuse"
"siviru","Grassland",2007,36,"landuse"
"siviru","Wetland",2007,3313,"landuse"
"siviru","Water bodies",2007,810,"landuse"
"siviru","Forest",2008,51057,"landuse"
"siviru","Savanna",2008,5709,"landuse"
"siviru","Grassland",2008,72,"landuse"
"siviru","Wetland",2008,3177,"landuse"
"siviru","Water bodies",2008,810,"landuse"
"siviru","Forest",2009,50235,"landuse"
"siviru","Savanna",2009,6532,"landuse"
"siviru","Grassland",2009,70,"landuse"
"siviru","Wetland",2009,3178,"landuse"
"siviru","Water bodies",2009,810,"landuse"
"siviru","Forest",2010,50184,"landuse"
"siviru","Savanna",2010,6531,"landuse"
"siviru","Grassland",2010,126,"landuse"
"siviru","Wetland",2010,3174,"landuse"
"siviru","Water bodies",2010,810,"landuse"
"siviru","Forest",2011,52414,"landuse"
"siviru","Schrub",2011,25,"landuse"
"siviru","Savanna",2011,4564,"landuse"
"siviru","Grassland",2011,20,"landuse"
"siviru","Wetland",2011,2992,"landuse"
"siviru","Water bodies",2011,810,"landuse"
"siviru","Forest",2012,52285,"landuse"
"siviru","Savanna",2012,4690,"landuse"
"siviru","Grassland",2012,20,"landuse"
"siviru","Wetland",2012,3020,"landuse"
"siviru","Water bodies",2012,810,"landuse"
"siviru","Forest",2013,50154,"landuse"
"siviru","Savanna",2013,6757,"landuse"
"siviru","Grassland",2013,40,"landuse"
"siviru","Wetland",2013,3064,"landuse"
"siviru","Water bodies",2013,810,"landuse"
"siviru","Forest",2014,51748,"landuse"
"siviru","Savanna",2014,5016,"landuse"
"siviru","Grassland",2014,85,"landuse"
"siviru","Wetland",2014,3166,"landuse"
"siviru","Water bodies",2014,810,"landuse"
"siviru","Forest",2015,53445,"landuse"
"siviru","Savanna",2015,3384,"landuse"
"siviru","Grassland",2015,20,"landuse"
"siviru","Wetland",2015,3166,"landuse"
"siviru","Water bodies",2015,810,"landuse"
"siviru","Forest",2016,53050,"landuse"
"siviru","Savanna",2016,3920,"landuse"
"siviru","Grassland",2016,20,"landuse"
"siviru","Wetland",2016,3025,"landuse"
"siviru","Water bodies",2016,810,"landuse"
"siviru","Forest",2017,51370,"landuse"
"siviru","Savanna",2017,5404,"landuse"
"siviru","Grassland",2017,20,"landuse"
"siviru","Wetland",2017,3221,"landuse"
"siviru","Water bodies",2017,810,"landuse"
"siviru","Forest",2018,51317,"landuse"
"siviru","Savanna",2018,5419,"landuse"
"siviru","Grassland",2018,3,"landuse"
"siviru","Wetland",2018,3276,"landuse"
"siviru","Water bodies",2018,810,"landuse"
"siviru","Forest",2019,50672,"landuse"
"siviru","Savanna",2019,6014,"landuse"
"siviru","Grassland",2019,65,"landuse"
"siviru","Wetland",2019,3264,"landuse"
"siviru","Water bodies",2019,810,"landuse"
"siviru","Forest",2020,51084,"landuse"
"siviru","Savanna",2020,5702,"landuse"
"siviru","Grassland",2020,20,"landuse"
"siviru","Wetland",2020,3209,"landuse"
"siviru","Water bodies",2020,810,"landuse"
"tangara","Cropland",2017,730,"vocation"
"tangara","Water bodies",2017,4474,"vocation"
"tangara","Savanna",2017,7726,"vocation"
"tangara","Forest",2017,5181,"vocation"
"tangara","Grassland",2017,739,"vocation"
"tangara","Forest",2001,16749,"landuse"
"tangara","Wetland",2001,1601,"landuse"
"tangara","Water bodies",2001,1112,"landuse"
"tangara","Forest",2002,16749,"landuse"
"tangara","Wetland",2002,1601,"landuse"
"tangara","Water bodies",2002,1112,"landuse"
"tangara","Forest",2003,16769,"landuse"
"tangara","Wetland",2003,1581,"landuse"
"tangara","Water bodies",2003,1112,"landuse"
"tangara","Forest",2004,16745,"landuse"
"tangara","Wetland",2004,1605,"landuse"
"tangara","Water bodies",2004,1112,"landuse"
"tangara","Forest",2005,16785,"landuse"
"tangara","Wetland",2005,1565,"landuse"
"tangara","Water bodies",2005,1112,"landuse"
"tangara","Forest",2006,16805,"landuse"
"tangara","Wetland",2006,1545,"landuse"
"tangara","Water bodies",2006,1112,"landuse"
"tangara","Forest",2007,16785,"landuse"
"tangara","Wetland",2007,1565,"landuse"
"tangara","Water bodies",2007,1112,"landuse"
"tangara","Forest",2008,16760,"landuse"
"tangara","Wetland",2008,1590,"landuse"
"tangara","Water bodies",2008,1112,"landuse"
"tangara","Forest",2009,16781,"landuse"
"tangara","Wetland",2009,1569,"landuse"
"tangara","Water bodies",2009,1112,"landuse"
"tangara","Forest",2010,16876,"landuse"
"tangara","Wetland",2010,1474,"landuse"
"tangara","Water bodies",2010,1112,"landuse"
"tangara","Forest",2011,16867,"landuse"
"tangara","Wetland",2011,1483,"landuse"
"tangara","Water bodies",2011,1112,"landuse"
"tangara","Forest",2012,16882,"landuse"
"tangara","Savanna",2012,15,"landuse"
"tangara","Wetland",2012,1453,"landuse"
"tangara","Water bodies",2012,1112,"landuse"
"tangara","Forest",2013,16896,"landuse"
"tangara","Wetland",2013,1454,"landuse"
"tangara","Water bodies",2013,1112,"landuse"
"tangara","Forest",2014,16895,"landuse"
"tangara","Wetland",2014,1455,"landuse"
"tangara","Water bodies",2014,1112,"landuse"
"tangara","Forest",2015,16740,"landuse"
"tangara","Wetland",2015,1610,"landuse"
"tangara","Water bodies",2015,1112,"landuse"
"tangara","Forest",2016,16593,"landuse"
"tangara","Wetland",2016,1757,"landuse"
"tangara","Water bodies",2016,1112,"landuse"
"tangara","Forest",2017,16641,"landuse"
"tangara","Wetland",2017,1709,"landuse"
"tangara","Water bodies",2017,1112,"landuse"
"tangara","Forest",2018,16493,"landuse"
"tangara","Wetland",2018,1857,"landuse"
"tangara","Water bodies",2018,1112,"landuse"
"tangara","Forest",2019,16337,"landuse"
"tangara","Wetland",2019,2013,"landuse"
"tangara","Water bodies",2019,1112,"landuse"
"tangara","Forest",2020,16325,"landuse"
"tangara","Wetland",2020,2025,"landuse"
"tangara","Water bodies",2020,1112,"landuse"
"cocoman-Andean","Urban",2017,5,"vocation"
"cocoman-Andean","Cropland",2017,574,"vocation"
"cocoman-Andean","Water bodies",2017,561,"vocation"
"cocoman-Andean","Forest",2017,87586,"vocation"
"cocoman-Andean","Forest",2001,79556,"landuse"
"cocoman-Andean","Schrub",2001,271,"landuse"
"cocoman-Andean","Savanna",2001,5956,"landuse"
"cocoman-Andean","Grassland",2001,2453,"landuse"
"cocoman-Andean","Wetland",2001,68,"landuse"
"cocoman-Andean","Cropland",2001,422,"landuse"
"cocoman-Andean","Forest",2002,79466,"landuse"
"cocoman-Andean","Schrub",2002,203,"landuse"
"cocoman-Andean","Savanna",2002,6359,"landuse"
"cocoman-Andean","Grassland",2002,2303,"landuse"
"cocoman-Andean","Wetland",2002,68,"landuse"
"cocoman-Andean","Cropland",2002,327,"landuse"
"cocoman-Andean","Forest",2003,75787,"landuse"
"cocoman-Andean","Schrub",2003,194,"landuse"
"cocoman-Andean","Savanna",2003,9899,"landuse"
"cocoman-Andean","Grassland",2003,2246,"landuse"
"cocoman-Andean","Wetland",2003,284,"landuse"
"cocoman-Andean","Cropland",2003,316,"landuse"
"cocoman-Andean","Forest",2004,75249,"landuse"
"cocoman-Andean","Schrub",2004,158,"landuse"
"cocoman-Andean","Savanna",2004,11123,"landuse"
"cocoman-Andean","Grassland",2004,1819,"landuse"
"cocoman-Andean","Wetland",2004,248,"landuse"
"cocoman-Andean","Cropland",2004,129,"landuse"
"cocoman-Andean","Forest",2005,76186,"landuse"
"cocoman-Andean","Schrub",2005,223,"landuse"
"cocoman-Andean","Savanna",2005,10571,"landuse"
"cocoman-Andean","Grassland",2005,1537,"landuse"
"cocoman-Andean","Wetland",2005,144,"landuse"
"cocoman-Andean","Cropland",2005,65,"landuse"
"cocoman-Andean","Forest",2006,77026,"landuse"
"cocoman-Andean","Schrub",2006,207,"landuse"
"cocoman-Andean","Savanna",2006,9927,"landuse"
"cocoman-Andean","Grassland",2006,1285,"landuse"
"cocoman-Andean","Wetland",2006,236,"landuse"
"cocoman-Andean","Cropland",2006,45,"landuse"
"cocoman-Andean","Forest",2007,76617,"landuse"
"cocoman-Andean","Schrub",2007,93,"landuse"
"cocoman-Andean","Savanna",2007,10610,"landuse"
"cocoman-Andean","Grassland",2007,1173,"landuse"
"cocoman-Andean","Wetland",2007,188,"landuse"
"cocoman-Andean","Cropland",2007,45,"landuse"
"cocoman-Andean","Forest",2008,75285,"landuse"
"cocoman-Andean","Schrub",2008,140,"landuse"
"cocoman-Andean","Savanna",2008,11487,"landuse"
"cocoman-Andean","Grassland",2008,1415,"landuse"
"cocoman-Andean","Wetland",2008,309,"landuse"
"cocoman-Andean","Cropland",2008,90,"landuse"
"cocoman-Andean","Forest",2009,71346,"landuse"
"cocoman-Andean","Schrub",2009,135,"landuse"
"cocoman-Andean","Savanna",2009,15107,"landuse"
"cocoman-Andean","Grassland",2009,1507,"landuse"
"cocoman-Andean","Wetland",2009,566,"landuse"
"cocoman-Andean","Cropland",2009,65,"landuse"
"cocoman-Andean","Forest",2010,72686,"landuse"
"cocoman-Andean","Schrub",2010,207,"landuse"
"cocoman-Andean","Savanna",2010,14071,"landuse"
"cocoman-Andean","Grassland",2010,1372,"landuse"
"cocoman-Andean","Wetland",2010,345,"landuse"
"cocoman-Andean","Cropland",2010,45,"landuse"
"cocoman-Andean","Forest",2011,75457,"landuse"
"cocoman-Andean","Schrub",2011,77,"landuse"
"cocoman-Andean","Savanna",2011,11880,"landuse"
"cocoman-Andean","Grassland",2011,1018,"landuse"
"cocoman-Andean","Wetland",2011,249,"landuse"
"cocoman-Andean","Cropland",2011,45,"landuse"
"cocoman-Andean","Forest",2012,74419,"landuse"
"cocoman-Andean","Schrub",2012,61,"landuse"
"cocoman-Andean","Savanna",2012,12867,"landuse"
"cocoman-Andean","Grassland",2012,963,"landuse"
"cocoman-Andean","Wetland",2012,371,"landuse"
"cocoman-Andean","Cropland",2012,45,"landuse"
"cocoman-Andean","Forest",2013,72947,"landuse"
"cocoman-Andean","Schrub",2013,61,"landuse"
"cocoman-Andean","Savanna",2013,13982,"landuse"
"cocoman-Andean","Grassland",2013,1110,"landuse"
"cocoman-Andean","Wetland",2013,581,"landuse"
"cocoman-Andean","Cropland",2013,45,"landuse"
"cocoman-Andean","Forest",2014,71669,"landuse"
"cocoman-Andean","Schrub",2014,61,"landuse"
"cocoman-Andean","Savanna",2014,15286,"landuse"
"cocoman-Andean","Grassland",2014,1273,"landuse"
"cocoman-Andean","Wetland",2014,392,"landuse"
"cocoman-Andean","Cropland",2014,45,"landuse"
"cocoman-Andean","Forest",2015,74223,"landuse"
"cocoman-Andean","Schrub",2015,61,"landuse"
"cocoman-Andean","Savanna",2015,12762,"landuse"
"cocoman-Andean","Grassland",2015,1190,"landuse"
"cocoman-Andean","Wetland",2015,445,"landuse"
"cocoman-Andean","Cropland",2015,45,"landuse"
"cocoman-Andean","Forest",2016,75892,"landuse"
"cocoman-Andean","Schrub",2016,41,"landuse"
"cocoman-Andean","Savanna",2016,11538,"landuse"
"cocoman-Andean","Grassland",2016,914,"landuse"
"cocoman-Andean","Wetland",2016,296,"landuse"
"cocoman-Andean","Cropland",2016,45,"landuse"
"cocoman-Andean","Forest",2017,76455,"landuse"
"cocoman-Andean","Schrub",2017,25,"landuse"
"cocoman-Andean","Savanna",2017,11194,"landuse"
"cocoman-Andean","Grassland",2017,785,"landuse"
"cocoman-Andean","Wetland",2017,222,"landuse"
"cocoman-Andean","Cropland",2017,45,"landuse"
"cocoman-Andean","Forest",2018,76495,"landuse"
"cocoman-Andean","Schrub",2018,25,"landuse"
"cocoman-Andean","Savanna",2018,11064,"landuse"
"cocoman-Andean","Grassland",2018,754,"landuse"
"cocoman-Andean","Wetland",2018,343,"landuse"
"cocoman-Andean","Cropland",2018,45,"landuse"
"cocoman-Andean","Forest",2019,74826,"landuse"
"cocoman-Andean","Schrub",2019,67,"landuse"
"cocoman-Andean","Savanna",2019,12438,"landuse"
"cocoman-Andean","Grassland",2019,946,"landuse"
"cocoman-Andean","Wetland",2019,404,"landuse"
"cocoman-Andean","Cropland",2019,45,"landuse"
"cocoman-Andean","Forest",2020,75858,"landuse"
"cocoman-Andean","Schrub",2020,25,"landuse"
"cocoman-Andean","Savanna",2020,11527,"landuse"
"cocoman-Andean","Grassland",2020,904,"landuse"
"cocoman-Andean","Wetland",2020,367,"landuse"
"cocoman-Andean","Cropland",2020,45,"landuse"
"cocoman-Pacifi","Cropland",2017,22781,"vocation"
"cocoman-Pacifi","Water bodies",2017,965,"vocation"
"cocoman-Pacifi","Forest",2017,36943,"vocation"
"cocoman-Pacifi","Forest",2001,57904,"landuse"
"cocoman-Pacifi","Schrub",2001,59,"landuse"
"cocoman-Pacifi","Savanna",2001,2335,"landuse"
"cocoman-Pacifi","Grassland",2001,743,"landuse"
"cocoman-Pacifi","Wetland",2001,155,"landuse"
"cocoman-Pacifi","Water bodies",2001,181,"landuse"
"cocoman-Pacifi","Forest",2002,57064,"landuse"
"cocoman-Pacifi","Schrub",2002,54,"landuse"
"cocoman-Pacifi","Savanna",2002,2954,"landuse"
"cocoman-Pacifi","Grassland",2002,837,"landuse"
"cocoman-Pacifi","Wetland",2002,206,"landuse"
"cocoman-Pacifi","Cropland",2002,81,"landuse"
"cocoman-Pacifi","Water bodies",2002,181,"landuse"
"cocoman-Pacifi","Forest",2003,57302,"landuse"
"cocoman-Pacifi","Schrub",2003,14,"landuse"
"cocoman-Pacifi","Savanna",2003,2840,"landuse"
"cocoman-Pacifi","Grassland",2003,821,"landuse"
"cocoman-Pacifi","Wetland",2003,208,"landuse"
"cocoman-Pacifi","Water bodies",2003,192,"landuse"
"cocoman-Pacifi","Forest",2004,56468,"landuse"
"cocoman-Pacifi","Schrub",2004,14,"landuse"
"cocoman-Pacifi","Savanna",2004,3836,"landuse"
"cocoman-Pacifi","Grassland",2004,659,"landuse"
"cocoman-Pacifi","Wetland",2004,219,"landuse"
"cocoman-Pacifi","Water bodies",2004,181,"landuse"
"cocoman-Pacifi","Forest",2005,56019,"landuse"
"cocoman-Pacifi","Schrub",2005,14,"landuse"
"cocoman-Pacifi","Savanna",2005,4616,"landuse"
"cocoman-Pacifi","Grassland",2005,403,"landuse"
"cocoman-Pacifi","Wetland",2005,144,"landuse"
"cocoman-Pacifi","Water bodies",2005,181,"landuse"
"cocoman-Pacifi","Forest",2006,55155,"landuse"
"cocoman-Pacifi","Savanna",2006,5571,"landuse"
"cocoman-Pacifi","Grassland",2006,307,"landuse"
"cocoman-Pacifi","Wetland",2006,163,"landuse"
"cocoman-Pacifi","Water bodies",2006,181,"landuse"
"cocoman-Pacifi","Forest",2007,55184,"landuse"
"cocoman-Pacifi","Savanna",2007,5603,"landuse"
"cocoman-Pacifi","Grassland",2007,246,"landuse"
"cocoman-Pacifi","Wetland",2007,163,"landuse"
"cocoman-Pacifi","Water bodies",2007,181,"landuse"
"cocoman-Pacifi","Forest",2008,55164,"landuse"
"cocoman-Pacifi","Savanna",2008,5448,"landuse"
"cocoman-Pacifi","Grassland",2008,396,"landuse"
"cocoman-Pacifi","Wetland",2008,188,"landuse"
"cocoman-Pacifi","Water bodies",2008,181,"landuse"
"cocoman-Pacifi","Forest",2009,54452,"landuse"
"cocoman-Pacifi","Savanna",2009,6104,"landuse"
"cocoman-Pacifi","Grassland",2009,469,"landuse"
"cocoman-Pacifi","Wetland",2009,171,"landuse"
"cocoman-Pacifi","Water bodies",2009,181,"landuse"
"cocoman-Pacifi","Forest",2010,54699,"landuse"
"cocoman-Pacifi","Schrub",2010,60,"landuse"
"cocoman-Pacifi","Savanna",2010,5605,"landuse"
"cocoman-Pacifi","Grassland",2010,617,"landuse"
"cocoman-Pacifi","Wetland",2010,215,"landuse"
"cocoman-Pacifi","Water bodies",2010,181,"landuse"
"cocoman-Pacifi","Forest",2011,54875,"landuse"
"cocoman-Pacifi","Savanna",2011,5470,"landuse"
"cocoman-Pacifi","Grassland",2011,604,"landuse"
"cocoman-Pacifi","Wetland",2011,236,"landuse"
"cocoman-Pacifi","Water bodies",2011,192,"landuse"
"cocoman-Pacifi","Forest",2012,53769,"landuse"
"cocoman-Pacifi","Savanna",2012,6886,"landuse"
"cocoman-Pacifi","Grassland",2012,372,"landuse"
"cocoman-Pacifi","Wetland",2012,158,"landuse"
"cocoman-Pacifi","Water bodies",2012,192,"landuse"
"cocoman-Pacifi","Forest",2013,52982,"landuse"
"cocoman-Pacifi","Savanna",2013,7645,"landuse"
"cocoman-Pacifi","Grassland",2013,316,"landuse"
"cocoman-Pacifi","Wetland",2013,242,"landuse"
"cocoman-Pacifi","Water bodies",2013,192,"landuse"
"cocoman-Pacifi","Forest",2014,51763,"landuse"
"cocoman-Pacifi","Savanna",2014,8436,"landuse"
"cocoman-Pacifi","Grassland",2014,697,"landuse"
"cocoman-Pacifi","Wetland",2014,300,"landuse"
"cocoman-Pacifi","Water bodies",2014,181,"landuse"
"cocoman-Pacifi","Forest",2015,53585,"landuse"
"cocoman-Pacifi","Savanna",2015,6922,"landuse"
"cocoman-Pacifi","Grassland",2015,510,"landuse"
"cocoman-Pacifi","Wetland",2015,170,"landuse"
"cocoman-Pacifi","Cropland",2015,9,"landuse"
"cocoman-Pacifi","Water bodies",2015,181,"landuse"
"cocoman-Pacifi","Forest",2016,53362,"landuse"
"cocoman-Pacifi","Savanna",2016,7407,"landuse"
"cocoman-Pacifi","Grassland",2016,275,"landuse"
"cocoman-Pacifi","Wetland",2016,152,"landuse"
"cocoman-Pacifi","Water bodies",2016,181,"landuse"
"cocoman-Pacifi","Forest",2017,53659,"landuse"
"cocoman-Pacifi","Savanna",2017,6965,"landuse"
"cocoman-Pacifi","Grassland",2017,424,"landuse"
"cocoman-Pacifi","Wetland",2017,137,"landuse"
"cocoman-Pacifi","Water bodies",2017,192,"landuse"
"cocoman-Pacifi","Forest",2018,53466,"landuse"
"cocoman-Pacifi","Savanna",2018,7159,"landuse"
"cocoman-Pacifi","Grassland",2018,357,"landuse"
"cocoman-Pacifi","Wetland",2018,214,"landuse"
"cocoman-Pacifi","Water bodies",2018,181,"landuse"
"cocoman-Pacifi","Forest",2019,52928,"landuse"
"cocoman-Pacifi","Savanna",2019,7671,"landuse"
"cocoman-Pacifi","Grassland",2019,383,"landuse"
"cocoman-Pacifi","Wetland",2019,214,"landuse"
"cocoman-Pacifi","Water bodies",2019,181,"landuse"
"cocoman-Pacifi","Forest",2020,53635,"landuse"
"cocoman-Pacifi","Savanna",2020,6904,"landuse"
"cocoman-Pacifi","Grassland",2020,412,"landuse"
"cocoman-Pacifi","Wetland",2020,245,"landuse"
"cocoman-Pacifi","Water bodies",2020,181,"landuse"
